HGNC ID	Approved Symbol	Previous Symbols	Synonyms	RefSeq IDs	Entrez Gene ID(supplied by NCBI)
HGNC:33667	MIR301B	MIRN301B	hsa-mir-301b	NR_030622	100126318
HGNC:33668	MIR216B	MIRN216B	hsa-mir-216b	NR_030623	100126319
HGNC:33669	MIR208B	MIRN208B	hsa-mir-208b	NR_030624	100126336
HGNC:3367	ENTPD5	CD39L4, PCPH	NTPDase-5	NM_001249	957
HGNC:33670	MIR920	MIRN920	hsa-mir-920	NR_030625	100126320
HGNC:33671	MIR921	MIRN921	hsa-mir-921	NR_030626	100126349
HGNC:33672	MIR922	MIRN922	hsa-mir-922	NR_030627	100126321
HGNC:33674	MIR924	MIRN924	hsa-mir-924	NR_030628	100126323
HGNC:33675	MIR509-3	MIRN509-3	hsa-mir-509-3	NR_030629	100126337
HGNC:33676	MIR933	MIRN933	hsa-mir-933	NR_030630	100126350
HGNC:33677	MIR934	MIRN934	hsa-mir-934	NR_030631	100126324
HGNC:33678	MIR935	MIRN935	hsa-mir-935	NR_030632	100126325
HGNC:33679	MIR936	MIRN936	hsa-mir-936	NR_030760	100126326
HGNC:3368	ENTPD6	CD39L2, IL6ST2	NTPDase-6, dJ738P15.3		955
HGNC:33680	MIR937	MIRN937	hsa-mir-937	NR_030633	100126338
HGNC:33681	MIR938	MIRN938	hsa-mir-938	NR_030634	100126327
HGNC:33682	MIR939	MIRN939	hsa-mir-939	NR_030635	100126351
HGNC:33683	MIR940	MIRN940	hsa-mir-940	NR_030636	100126328
HGNC:33684	MIR941-1	MIRN941-1	hsa-mir-941-1	NR_030637	100126329
HGNC:33685	MIR941-2	MIRN941-2	hsa-mir-941-2	NR_030638	100126339
HGNC:33686	MIR941-3	MIRN941-3	hsa-mir-941-3	NR_030639	100126352
HGNC:33687	MIR941-4	MIRN941-4	hsa-mir-941-4	NR_040032	100126330
HGNC:33688	MIR942	MIRN942	hsa-mir-942	NR_030640	100126331
HGNC:33689	MIR943	MIRN943	hsa-mir-943	NR_030641	100126332
HGNC:3369	ENUR1				2031
HGNC:33690	MIR944	MIRN944	hsa-mir-944	NR_030642	100126340
HGNC:33691	MIR297	MIRN297	hsa-mir-297	NR_030643	100126354
HGNC:33692	MIR365A	MIRN365-1, MIR365-1	hsa-mir-365-1	NR_029854	100126355
HGNC:33693	MIR365B	MIRN365-2, MIR365-2	hsa-mir-365-2	NR_029856	100126356
HGNC:33694	CUX2P1				100126596
HGNC:33695	CUX2P2				100126597
HGNC:33696	SKP1P1	OCP2, TCEB1L, TCEB1P	EMC19	NG_002399.3	6922
HGNC:33697	KRT17P3			NT_010799	729682
HGNC:33698	LINC00322	C21orf136, NCRNA00322	FLJ16545		100126693
HGNC:33699	KHDC3L	C6orf221	ECAT1	NM_001017361	154288
HGNC:3370	ENUR2				2032
HGNC:33700	TMEM194B			XM_001723498	100131211
HGNC:33701	CARD16		COP1, COP, PSEUDO-ICE		114769
HGNC:33702	C19orf70		QIL1, P117	NM_205767	125988
HGNC:33703	CIB4				130106
HGNC:33704	TMEM198		MGC99813, TMEM198A	NM_001005209	130612
HGNC:33705	TMEM207			NM_207316	131920
HGNC:33706	SNTN		FLJ44379, S100AL	NM_001080537	132203
HGNC:33708	TTC36		HBP21	NM_001080441	143941
HGNC:33709	SPATA45	C1orf227	LOC149643	NM_001024601	149643
HGNC:33710	CDPF1	C22orf40	LOC150383	NM_207327	150383
HGNC:33711	MBLAC2		DKFZp686P15118, MGC46734	NM_203406	153364
HGNC:33712	C7orf66			NM_001024607	154907
HGNC:33713	CXorf65			NM_001025265	158830
HGNC:33714	FITM1		FIT1	NM_203402	161247
HGNC:33715	FAM179A		FLJ43249, LOC165186	NM_199280	165186
HGNC:33716	FAM151B		UNQ9217	NM_205548	167555
HGNC:33717	METTL21C	C13orf39	LOC196541	NM_001010977	196541
HGNC:33718	LKAAEAR1	C20orf201		NM_001007125	198437
HGNC:33719	TMEM201		RP13-15M17.2, NET5	NM_001010866	199953
HGNC:3372	EOMES		TBR2	NM_005442	8320
HGNC:33720	CFAP221		FAP221, PCDP1		200373
HGNC:33721	ALG1L		ALG1L1	NM_001015050	200810
HGNC:33722	ZNF385C			NM_001013624	201181
HGNC:33724	LRRN4CL			NM_203422	221091
HGNC:33725	TMEM211		bA9F11.1	NM_001001663	255349
HGNC:33727	FAM154B		DKFZp666G057	NM_001008226	283726
HGNC:33728	PRR19		MGC70924	NM_199285	284338
HGNC:3373	EP300		p300, KAT3B	NM_001429	2033
HGNC:33730	RPL23AP82		MGC70863		284942
HGNC:33731	C3orf70			NM_001025266	285382
HGNC:33732	PPP1R42	LRRC67	dtr, TLLR	NM_001013626	286187
HGNC:33733	TMEM202		FLJ27523	NM_001080462	338949
HGNC:33734	POTEB	A26B1	POTE15, POTE-15, CT104.5	NM_207355	100996331
HGNC:33735	CCDC144NL		MGC87631	NM_001004306	339184
HGNC:33736	ANKRD34B		DP58	NM_001004441	340120
HGNC:33737	NHSL2			NM_001013627	340527
HGNC:33738	CXorf67			NM_203407	340602
HGNC:33739	NCCRP1		LOC342897, NCCRP-1, FBXO50	NM_001001414	342897
HGNC:3374	EPAS1		MOP2, PASD2, HIF2A, HLF, bHLHe73	NM_001430	2034
HGNC:33741	MSANTD1	C4orf44	LOC345222	NM_001012982	345222
HGNC:33742	MURC		cavin-4, CAVIN4	NM_001018116	347273
HGNC:33743	CXorf66		RP11-35F15.2, SGPX	NM_001013403	347487
HGNC:33744	TMEM179B			NM_199337	374395
HGNC:33745	TEPP			NM_199456	374739
HGNC:33746	LRRC37A6P			NR_003525	387646
HGNC:33747	FIBIN		MGC24932	NM_203371	387758
HGNC:33748	REP15		RAB15EP	NM_001029874	387849
HGNC:33749	CCDC184	C12orf68	LOC387856	NM_001013635	387856
HGNC:33751	NHLRC3			NM_001012754	387921
HGNC:33752	TOMM20L		UNQ9438	NM_207377	387990
HGNC:33753	C15orf59		MGC131524, LOC388135	NM_001039614	388135
HGNC:33754	C16orf87			NM_001001436	388272
HGNC:33755	C16orf86		FLJ41802	NM_001012984	388284
HGNC:33756	GLTPD2			NM_001014985	388323
HGNC:33757	TMEM220			NM_001004313	388335
HGNC:33758	BTBD17		LGALS3BPL, BTBD17A, TANGO10A	NM_001080466	388419
HGNC:33759	C1orf229		FLJ45717	NM_207401	388759
HGNC:33760	KRTAP26-1			NM_203405	388818
HGNC:33762	RESP18			NM_001007089	389075
HGNC:33763	C2orf82		UNQ830, ASCL830	NM_206895	389084
HGNC:33764	PRR23B		FLJ46116	NM_001013650	389151
HGNC:33765	LEKR1		FLJ16641	NM_001004316	389170
HGNC:33766	C4orf50		FLJ46481	NM_207405	389197
HGNC:33767	TEX43	C5orf48	MGC163367, MGC163369, FLJ27505, Tseg7	NM_207408	389320
HGNC:33768	C5orf46		MGC23985, SSSP1	NM_206966	389336
HGNC:33769	C6orf222		DKFZp779B1540	NM_001010903	389384
HGNC:3377	EPB41	EL1	4.1R	NM_203342	2035
HGNC:33770	RBAKDN			NR_015343	389458
HGNC:33771	SPDYE8P			NR_003664	728524
HGNC:33772	LAMTOR4	C7orf59		NM_001008395	389541
HGNC:33773	FAM180A		HWKM1940, UNQ1940	NM_205855	389558
HGNC:33774	C8orf86		FLJ43582	NM_207412	389649
HGNC:33775	FAM150A		UNQ9433	NM_207413	389658
HGNC:33776	C9orf171		FLJ46082	NM_207417	389799
HGNC:33777	LCN15		UNQ2541, PRO6093	NM_203347	389812
HGNC:33778	TMEM8C		TMEM226	NM_001080483	389827
HGNC:3378	EPB41L1		KIAA0338	NM_012156	2036
HGNC:33782	PTRHD1	C2orf79	LOC391356	NM_001013663	391356
HGNC:33783	HELT		HESL, HCM1228, Mgn, bHLHb44, MEGANE	NM_001300781	391723
HGNC:33784	AGMO	TMEM195	FLJ16237	NM_001004320	392636
HGNC:33785	TMEM200B		TTMB	NM_001003682	399474
HGNC:33786	GATA3-AS1			NR_024255	399717
HGNC:33787	METTL10	C10orf138	Em:AC068896.3	NM_212554	399818
HGNC:33788	C11orf87		LOH11CR1A, LOC399947, NEURIM1	NM_207645	399947
HGNC:33789	COLCA1	C11orf92	FLJ45803, CASC12		399948
HGNC:3379	EPB41L2		4.1-G		2037
HGNC:33790	C12orf76		FLJ40142	NM_207435	400073
HGNC:33791	LINC00173	NCRNA00173	FLJ42957	NR_027345	100287569
HGNC:33792	SERTM1	C13orf36		NM_203451	400120
HGNC:33793	ATP11AUN	C13orf35	FLJ26443, SMABLO1	NM_207440	400165
HGNC:33795	C14orf180	C14orf77	NRAC	NM_001008404	400258
HGNC:33796	C15orf53		FLJ35695	NM_207444	400359
HGNC:33797	C15orf54		FLJ39531	NM_207445	400360
HGNC:33799	ZC3H18-AS1	C16orf85, LINC00859	FLJ45530		400555
HGNC:338	AGTR2		AT2, MRX88	NM_000686	186
HGNC:3380	EPB41L3		DAL1, KIAA0987, 4.1B	NM_012307	23136
HGNC:33800	C17orf97		LOC400566	NM_001013672	400566
HGNC:33802	TEX19		FLJ35767	NM_207459	400629
HGNC:33803	VMAC			NM_001017921	400673
HGNC:33805	C1orf220		FLJ35530	NR_033186	400798
HGNC:33806	DEFB132		RP5-1103G7.6, DEFB32	NM_207469	400830
HGNC:33808	IL17REL		FLJ41993	NM_001001694	400935
HGNC:33809	C2orf66		UNQ6411	NM_213608	401027
HGNC:3381	EPB42		PA, MGC116735, MGC116737	NM_000119	2038
HGNC:33812	LINC01011		DKFZp686I15217		401232
HGNC:33813	LINC00336	C6orf227, NCRNA00336	FLJ43752		401253
HGNC:33814	AK9	C6orf224, AKD2, C6orf199, AKD1	FLJ42177, FLJ25791, dJ70A9.1, MGC26954	NM_001145128	221264
HGNC:33815	C7orf76		FLJ42280	NM_001201450	401388
HGNC:33816	TMEM215			NM_212558	401498
HGNC:33817	C9orf170		FLJ45537	NM_001001709	401535
HGNC:33818	FAM166A			NM_001001710	401565
HGNC:33819	ZNF833P	ZNF833		NM_001013691	401898
HGNC:3382	DMTN	EPB49	DMT	NM_001978	2039
HGNC:33820	RPL21P44				402176
HGNC:33821	UFSP1		UFSP	NM_001015072	402682
HGNC:33823	ERVFRD-1		HERV-W/FRD, HERV-FRD, envFRD, ERVFRDE1, syncytin-2	NM_207582	405754
HGNC:33824	C2orf27B		MGC50273	NM_214461	408029
HGNC:33825	SPINK14		SPINK5L2	NM_001001325	408187
HGNC:33826	C8orf82		MGC70857	NM_001001795	414919
HGNC:33827	CARD17		INCA	NM_001007232	440068
HGNC:33829	PLEKHG7		FLJ46688	NM_001004330	440107
HGNC:3383	STOM	EPB7, EPB72	BND7	NM_004099	2040
HGNC:33830	MZT1	C13orf37	LOC440145, FLJ21869, MGC150539, RP11-11C5.2, MOZART1	NM_001071775	440145
HGNC:33832	NPIPB7	NPIPL1	LOC440350	NG_023370	440350
HGNC:33833	ANKRD20A5P	ANKRD20A5	MGC26718		440482
HGNC:33834	ETV3L		FLJ16478	NM_001004341	440695
HGNC:33838	C5orf56			NM_001013717	441108
HGNC:33841	SPDYE2		MGC119295	NM_001031618	441273
HGNC:33842	AARD	C8orf85	LOC441376	NM_001025357	441376
HGNC:33843	NRARP		MGC61598	NM_001004354	441478
HGNC:33844	GALNTL6		GALNT17, GalNAc-T6L	NM_001034845	442117
HGNC:33845	STAG3L3			NM_001013739	442578
HGNC:33846	ARHGEF35	ARHGEF5L	FLJ43692, CTAGE4	NM_001003702	445328
HGNC:33847	IGIP	C5orf53	LOC492311	NM_001007189	492311
HGNC:33848	COA5	C2orf64	MGC52110, FLJ27524, Pet191	NM_001008215	493753
HGNC:33849	CLEC18B			NM_001011880	497190
HGNC:3385	EPHA1	EPHT, EPHT1	EPH		2041
HGNC:33852	STAG3L1		DKFZP434A0131, STAG3L1P	NM_001002840	54441
HGNC:33853	POLR2J3			NM_001097615	548644
HGNC:33854	CCDC157			NM_001017437	550631
HGNC:33855	DUX4L9				100288711
HGNC:33856	ASPDH			NM_001024656	554235
HGNC:33857	FBXO48			NM_001024680	554251
HGNC:33858	FAM229B	C6orf225	DKFZp586F0922, LOC619208	NM_001033564	619208
HGNC:33859	FAM196A	C10orf141	FLJ45557	NM_001039762	642938
HGNC:3386	EPHA2	ECK		NM_004431	1969
HGNC:33861	SMIM15	C5orf43	DKFZP686E2158	NM_001048249	643155
HGNC:33862	GRXCR2		DFNB101		643226
HGNC:33864	KRTAP27-1			NM_001077711	643812
HGNC:33865	TMPPE		FLJ45032	NM_001039770	643853
HGNC:33866	PRR21			NM_001080835	643905
HGNC:33867	SDHAF1		LYRM8	NM_001042631	644096
HGNC:33868	C15orf56		FLJ38596	NM_001039905	644809
HGNC:33869	CCNI2		FLJ16793	NM_001039780	645121
HGNC:3387	EPHA3	ETK, ETK1, TYRO4	HEK, HEK4	NM_005233	2042
HGNC:33870	TXNRD3NB	TXNRD3IT1	TR2IT1, TXNRD3NT1	NM_001039783	645840
HGNC:33872	HRCT1		LGLL338, PRO537, UNQ338	NM_001039792	646962
HGNC:33874	LGALS9C			NM_001040078	654346
HGNC:33875	ZNF826P	ZNF826	FLJ44894	NM_001039884	664701
HGNC:33876	TSPY3		CT78	NM_001077697	728137
HGNC:33877	FAM155A			NM_001080396	728215
HGNC:33879	DNLZ	C9orf151	RP11-413M3.2, ZIM17, bA413M3.2, TIMM15, HEP	NM_001080849	728489
HGNC:3388	EPHA4	TYRO1	Hek8		2043
HGNC:33882	INPP5K		SKIP		51763
HGNC:33884	WASH5P				375690
HGNC:33885	GHRLOS		NCRNA00068, GHRL-AS1	NR_004431	100126793
HGNC:33886	STAG3L2		MGC131759, STAG3L2P	NM_001025202	442582
HGNC:33887	STAG3L4		FLJ13195, STAG3L4P	NM_022906	64940
HGNC:33888	ANKRD34C			NM_001146341	390616
HGNC:33889	SUSD2P1				729568
HGNC:3389	EPHA5		Hek7, TYRO4, CEK7, EHK1	NM_004439	2044
HGNC:33891	RIMBP3B			XM_036936	440804
HGNC:33892	RIMBP3C			XM_036942	150221
HGNC:33893	POTEA	A26A1	POTE8, POTE-8, CT104.3	NM_001002920	340441
HGNC:33894	POTEC	A26B2	POTE18, POTE-18, DKFZp686J0529, CT104.6	XM_496269	388468
HGNC:33895	POTEE	A26C1A	POTE2, POTE-2, A26C1, POTE2gamma, CT104.2	NM_001083538	445582
HGNC:33896	POTEG	A26C2	POTE14, POTE-14, POTE14alpha, CT104.4	NM_001005356	404785
HGNC:33898	KRTAP19-8			NM_001099219	728299
HGNC:339	APLNR	AGTRL1	FLJ90771, APJ, APJR	NM_005161	187
HGNC:3390	EPHA7		Hek11		2045
HGNC:33902	KRTAP24-1		KAP24.1	NM_001085455	643803
HGNC:33904	IRG1			XM_001133269	730249
HGNC:33905	POTEF	A26C1B	POTEACTIN, POTE2alpha	NM_001099771	728378
HGNC:33906	BSPH1		ELSPBP2, BSP1	NM_001128326	100131137
HGNC:33908	TYW1B		RSAFD2, MGC87315, NCRNA00069, LINC00069	NM_001145440	441250
HGNC:3391	EPHA8	EEK	Hek3	NM_020526	2046
HGNC:33910	SRRD		HC/HCC, SRR1L	NM_001013694	402055
HGNC:33911	RNASEK		MGC71993	NM_001004333	440400
HGNC:33912	OTUD4P1		HIN1L		360227
HGNC:33913	HLA-Y		HLA-BEL/COQ/DEL		100127173
HGNC:33914	KIAA1024L			NM_001257308	100127206
HGNC:33915	STRCP1	STRCP			554225
HGNC:33916	PHKG1P1				643941
HGNC:33917	PHKG1P2				644032
HGNC:33918	PHKG1P4				100151641
HGNC:33919	PHKA1P1				646780
HGNC:3392	EPHB1	EPHT2	Hek6	NM_004441	2047
HGNC:33920	SLFN12L			XM_496206	100506736
HGNC:33921	MIR1231	MIRN1231	hsa-mir-1231	NR_031599	100302158
HGNC:33922	MIR1226	MIRN1226	hsa-mir-1226	NR_031595	100302232
HGNC:33923	MIR1224	MIRN1224	hsa-mir-1224	NR_030410	100187716
HGNC:33924	MIR1229	MIRN1229	hsa-mir-1229	NR_031598	100302156
HGNC:33925	MIR1236	MIRN1236	hsa-mir-1236	NR_031601	100302242
HGNC:33926	MIR1234	MIRN1234	hsa-mir-1234	NR_031600	100302196
HGNC:33927	MIR1237	MIRN1237	hsa-mir-1237	NR_031602	100302280
HGNC:33928	MIR1228	MIRN1228	hsa-mir-1228	NR_031597	100302201
HGNC:33929	MIR1233-1	MIRN1233, MIR1233	hsa-mir-1233	NR_036050	100302160
HGNC:3393	EPHB2	DRT, ERK, EPHT3	Hek5, Tyro5	NM_017449	2048
HGNC:33931	MIR1225	MIRN1225	hsa-mir-1225	NR_030646	100188847
HGNC:33932	MIR1227	MIRN1227	hsa-mir-1227	NR_031596	100302283
HGNC:33933	MIR1238	MIRN1238	hsa-mir-1238	NR_031603	100302226
HGNC:33934	MIR513C	MIRN513C	hsa-mir-513c	NR_031709	100302114
HGNC:33935	MIR513B	MIRN513B	hsa-mir-513b	NR_031708	100313822
HGNC:33936	FAM153C		NY-REN-7-like	NM_001079527	653316
HGNC:33938	VN2R21P			NG_007174	100127050
HGNC:33939	CLRN2			NM_001079827	645104
HGNC:3394	EPHB3	ETK2	Hek2, Tyro6	NM_004443	2049
HGNC:33940	NPS			NM_001030013	594857
HGNC:33941	SLC35E2B				728661
HGNC:33942	MRS2P2				729633
HGNC:33945	TMED7-TICAM2			NM_001164468	100302736
HGNC:33947	SYNGR2P2			NG_001541	138916
HGNC:33949	RBMXP3			NR_002197	143543
